DATE,Search With Part No ||Part Name,"M/C
 No","M/B 
Ton",Shift,Part Number,Part Name,"Material 
Name",Grade,No. of Manpower,Cavity,BOP,Shift Time (Hrs),Cycle Time (Sec), ,Plan /Hour [Nos],Plan QTY,Achive_Qty,Ok Qty,Silver,Part Catchup,Half shot,9,Flow mark,Shrinkage,Black spot,Oil/spray Mark,Hole Block,Blow Hole,colour variation,Over Cut,Bubble,ID Over Size,ID under size,Line Mark,Pit Mark,Trials Rej,Others Rej.,Start up Rej.,Total Rej.,PPM,"Part Wt.
[Gms]",Runner Wt.(Gms),Ok Part In Kgs,Runner In Kgs,Rejection In Kgs,Lumps Kgs,Total RM In Kgs,RG Usage,RG Consumption ( +ve / - ve ),"Rejection
 [%]","Waste
[%]",Total Time (Mins),Available Time (Mins),Operating Time (Mins),Mould,Machine,Power cut,Manpower,Packaging,Grinding,Nozzle /HRS,Others,Leakage,Raw material,Proccesing,Preheating Time,Start up,No plan,"Mold change 
( SMED )",Total Down Time,Planed Down Time,Unplaned Down Time,Quality %,Production %,Availability %,Utilization %,O.E.E,Remark,Cost Of Part,Cost Of OK Production,Cost Of Rejection,Rej Qty/OK Qty,PPM Function,UG REJECTION,Cost Of Rejection UG,Month
26-Oct-22,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Day,21AL00025,FOOT STEP LH - FGX00168 - MO,PPGF20%,GFPP20%,2,1,450T,12,70,,51,617,115,113,,,,,,,,,,,,,,,,,,,,2,2,1739.130435,740,10,83.62,1.15,1.48,,86.25,,-2.63,0.02,0,720,690,660,,,,,,,,,,,,,30,,,30,30,0,98%,19%,96%,96%,18%,,73.92,8352.96,147.84,0,2000000,,0,Oct-22
26-Oct-22,DIA 8.2 FEMALE PLUG FOR DOOR - F6B00410 - MO- 21AL01047,4,100 T,Day,21AL01047,DIA 8.2 FEMALE PLUG FOR DOOR - F6B00410 - MO,NYLON 6,SA102,1,7,100 T,12,25,,1008,12096,792,782,,,,,,,,,,,,,,,,,,,,10,10,1262.626263,12,8,9.384,6.336,0.12,,15.84,,-6.456,0.01,0,720,670,620,,,,,,,,,,,,,10,,40,50,50,0,99%,7%,93%,93%,6%,,2.25,1759.5,22.5,0,10000000,,0,Oct-22
26-Oct-22,HANDLE PULL - 809502VA0A - MO- 21AL00011,4,100 T,Day,21AL00011,HANDLE PULL - 809502VA0A - MO,PPTF,8024,2,2,100 T,12,70,,103,1234,710,607,65,,,,,,,,,,,,,,,,,,,38,103,14507.04225,62,3,37.634,2.13,6.386,,46.15,,-8.516,0.15,0,720,670,620,,,,,,,,,,,,,10,,40,50,50,0,85%,58%,93%,93%,46%,,13.45,8164.15,1385.35,0,103000000,,0,Oct-22
26-Oct-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Day,21MA00005,CAP AE - SH385A1801 - MO,NYLON 66,ZYTEL 3189,1,4,250 T,12,45,,320,3840,3120,3099,,,16,,,,,,,,,,,,,,,,,5,21,673.0769231,24,2,74.376,6.24,0.504,,81.12,,-6.744,0.01,0,720,660,600,,,,,,,,,,,,,60,,,60,60,0,99%,81%,92%,91%,74%,,19.4,60120.6,407.4,0,21000000,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Day,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,1129,1027,,,,,,,,,,,,8,69,,,,,,,25,102,9034.543844,55,35,56.485,39.515,5.61,,101.61,175,129.875,0.09,0,720,600,480,,,,,,,,,,,,120,,,,120,120,0,91%,78%,83%,80%,59%,,63.27,64978.29,6453.54,0,102000000,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06070147 - MO- 21TE00037,7,5 L,Day,21TE00037,DIRT SHIELD - M06070147 - MO,NEOPLAST,NEOPLAST 240,1,1,5 L,12,26,,138,1662,1750,1677,,,,,,,,,,,,,53,,,,,,,20,73,4171.428571,20,19,33.54,33.25,1.46,,68.25,20,-14.71,0.04,0,720,620,520,,,,,,,,,,,,100,,,,100,100,0,96%,105%,86%,84%,87%,,26.3,44105.1,1919.9,0,73000000,,0,Oct-22
26-Oct-22,BUMPER CAP REAR - M06901003 - MO- 21TE00042,8,80 T,Day,21TE00042,BUMPER CAP REAR - M06901003 - MO,Nylon 66,A3WG3,1,1,80 T,12,30,,120,1440,1107,1099,,,3,,,,,,,,,,,,,,,,,5,8,722.6738934,20,2,21.98,2.214,0.16,,24.354,,-2.374,0.01,0,720,630,610,,70,,,,,,,,,,,,,20,90,20,70,99%,77%,88%,97%,67%,,22.34,24551.66,178.72,0,8000000,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Day,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1361,1343,,,,,,,,,,,,,15,,,,,,,3,18,1322.556943,44,17,59.092,23.137,0.792,,83.021,,-23.929,0.01,0,720,695,670,,,,,,,,,,,,,,,25,25,25,0,99%,101%,97%,96%,96%,,10.93,14678.99,196.74,0,18000000,,0,Oct-22
26-Oct-22,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,10,80T,Day,21TE00041,BUMPER CAP FRONT - M06901019 - MO,Nylon 66,A3WG3,1,1,80T,12,33,,109,1309,988,967,,,11,,,,,,,,,,,,,,,,,10,21,2125.506073,52,3,50.284,2.964,1.092,,54.34,,-4.056,0.02,0,720,670,620,,,,,,,,,,,,,,,50,50,50,0,98%,75%,93%,93%,69%,,37.67,36426.89,791.07,0,21000000,,0,Oct-22
26-Oct-22,BLOWER COVER - FEH02968 - MO- 21AL04039,1,1100 T,Night,21AL04039,BLOWER COVER - FEH02968 - MO,PPTF,5407,2,1,1100 T,12,68,,53,635,595,595,,,,,,,,,,,,,,,,,,,,,0,0,600,10,357,5.95,0,,362.95,100,94.05,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,94%,100%,100%,94%,,186.96,111241.2,0,0,0,,0,Oct-22
26-Oct-22,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Night,21AL00026,FOOT STEP RH - FGX00268 - MO,PPGF20%,GFPP20%,2,1,450T,12,70,,51,617,1200,1196,,,,,4,,,,,,,,,,,,,,,,4,333.3333333,740,10,885.04,12,2.96,,900,,-14.96,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,194%,100%,100%,194%,,73.92,88408.32,295.68,0,4000000,,0,Oct-22
26-Oct-22,HANDLE PULL - 809502VA0A - MO- 21AL00011,4,100 T,Night,21AL00011,HANDLE PULL - 809502VA0A - MO,PPTF,8024,2,2,100 T,12,70,,103,1234,1190,1175,,,,,15,,,,,,,,,,,,,,,,15,1260.504202,62,3,72.85,3.57,0.93,,77.35,,-4.5,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,96%,100%,100%,95%,,13.45,15803.75,201.75,0,15000000,,0,Oct-22
26-Oct-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Night,21MA00005,CAP AE - SH385A1801 - MO,NYLON 66,ZYTEL 3189,1,4,250 T,12,32,,450,5400,3800,3786,14,,,,,,,,,,,,,,,,,,,,14,368.4210526,24,2,90.864,7.6,0.336,,98.8,,-7.936,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,70%,100%,100%,70%,,19.4,73448.4,271.6,0,14000000,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Night,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,1237,1206,,,,,,,,,,31,,,,,,,,,,,31,2506.063056,55,35,66.33,43.295,1.705,,111.33,,-45,0.03,0,720,660,600,,,,,,,,,,,,60,,,,60,60,0,97%,86%,92%,91%,77%,,63.27,76303.62,1961.37,0,31000000,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06070147 - MO- 21TE00037,7,5 L,Night,21TE00037,DIRT SHIELD - M06070147 - MO,NEOPLAST,NEOPLAST 240,1,1,5 L,12,26,,138,1662,1665,1633,,,,,,,,,,32,,,,,,,,,,,32,1921.921922,20,19,32.66,31.635,0.64,,64.935,60,27.725,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,100%,100%,100%,98%,,26.3,42947.9,841.6,0,32000000,,0,Oct-22
26-Oct-22,BUMPER CAP REAR - M06901003 - MO- 21TE00042,8,80 T,Night,21TE00042,BUMPER CAP REAR - M06901003 - MO,Nylon 66,A3WG3,1,1,80 T,12,30,,120,1440,1290,1290,,,,,,,,,,,,,,,,,,,,,0,0,20,2,25.8,2.58,0,,28.38,,-2.58,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,90%,100%,100%,90%,,22.34,28818.6,0,0,0,,0,Oct-22
26-Oct-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Night,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,1440,1440,,,,,,,,,,,,,,,,,,,,,0,0,44,17,63.36,24.48,0,,87.84,,-24.48,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,107%,100%,100%,107%,,10.93,15739.2,0,0,0,,0,Oct-22
26-Oct-22,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,10,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,Nylon 66,A3WG3,1,1,80T,12,33,,109,1309,1119,1119,,,,,,,,,,,,,,,,,,,,,0,0,52,3,58.188,3.357,0,,61.545,,-3.357,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,85%,100%,100%,85%,,37.67,42152.73,0,0,0,,0,Oct-22
27-Oct-22,BLOWER COVER - FEH02968 - MO- 21AL04039,1,1100 T,Day,21AL04039,BLOWER COVER - FEH02968 - MO,PPTF,5407,2,1,1100 T,12,68,,53,635,311,294,,,5,,12,,,,,,,,,,,,,,,,17,5466.237942,600,10,176.4,3.11,10.2,,189.71,75,61.69,0.05,0,720,720,420,,,,,,,,,,,,,,300,,0,300,0,95%,49%,100%,58%,46%,FLOW MARK,186.96,54966.24,3178.32,0,17000000,,0,Oct-22
27-Oct-22,,,-,,-,-,-,-,,0,-,0,,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,Oct-22
27-Oct-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP 30% GF BK,SEB300 BK,2,1,450 T,12,120,,30,360,224,206,,8,3,,,,,,,,,,,,,,,,,7,18,8035.714286,840,4,173.04,0.896,15.12,,189.056,100,83.984,0.08,0,720,665,610,,,,,,,,,,,,,10,,45,55,55,0,92%,62%,92%,92%,53%,"START UP, PART CATCHING",231.8,47750.8,4172.4,0,18000000,,0,Oct-22
27-Oct-22,HANDLE PULL - 809502VA0A - MO- 21AL00011,4,100 T,Day,21AL00011,HANDLE PULL - 809502VA0A - MO,PPTF,8024,2,2,100 T,12,70,,103,1234,1184,1177,,,,,,,,,,7,,,,,,,,,,,7,591.2162162,62,3,72.974,3.552,0.434,,76.96,,-3.986,0.01,0,720,680,680,,,,,,,,,,40,,,,,,40,0,40,99%,96%,94%,100%,90%,SILVER,13.45,15830.65,94.15,0,7000000,,0,Oct-22
27-Oct-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Day,21MA00005,CAP AE - SH385A1801 - MO,NYLON 66,ZYTEL 3189,1,4,250 T,12,45,,320,3840,3912,3890,,,,,,,,,,5,,,,,,17,,,,,22,562.3721881,24,2,93.36,7.824,0.528,,101.712,,-8.352,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,102%,100%,100%,101%,LINE MARK,19.4,75466,426.8,0,22000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06431893-MO- 21T01003,6,5L,Day,21T01003,DIRT SHIELD - M06431893-MO,PPCP,3530,1,1,5L,12,35,,103,1234,1155,1112,,,,,,,,,,16,,5,22,,,,,,,,43,3722.943723,38,2,42.256,2.31,1.634,,46.2,50,46.056,0.04,0,720,660,660,60,,,,,,,,,,,,,,,60,0,60,96%,94%,92%,100%,83%,"BUBBLE,BLOW HOLE",0,0,0,0,43000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06070147 - MO- 21TE00037,7,5 L,Day,21TE00037,DIRT SHIELD - M06070147 - MO,NEOPLAST,NEOPLAST 240,1,1,5 L,12,26,,138,1662,1462,1413,,,,,,,,,,40,,4,5,,,,,,,,49,3351.573187,20,19,28.26,27.778,0.98,,57.018,50,21.242,0.03,0,720,665,665,55,,,,,,,,,,,,,,,55,0,55,97%,88%,92%,100%,79%,BLOW HOLE,26.3,37161.9,1288.7,0,49000000,,0,Oct-22
27-Oct-22,BUMPER CAP REAR - M06901003 - MO- 21TE00042,8,80 T,Day,21TE00042,BUMPER CAP REAR - M06901003 - MO,Nylon 66,A3WG3,1,1,80 T,12,30,,120,1440,85,82,3,,,,,,,,,,,,,,,,,,,,3,3529.411765,20,2,1.64,0.17,0.06,,1.87,,-0.23,0.04,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,96%,6%,100%,100%,6%,SILVER,22.34,1831.88,67.02,0,3000000,,0,Oct-22
27-Oct-22,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Day,21TE00033,BUMPER CAP - M06900971 - MO,NYLON 66,A3WG3,1,1,80 T,12,28,,129,1543,1303,1253,8,,12,,,,,,,,,,,,,,,,,30,50,3837.298542,20,2,25.06,2.606,1,,28.666,,-3.606,0.04,0,720,605,540,,50,,,,,,,,,,,20,,45,115,65,50,96%,84%,84%,89%,68%,START UP,17.73,22215.69,886.5,0,50000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06431856 - MO- 21TE00035,9,2 L,Day,21TE00035,DIRT SHIELD - M06431856 - MO,HDPE,B56003,1,1,2 L,12,32,,113,1350,877,861,,,,,,,,,,12,,4,,,,,,,,,16,1824.401368,44,17,37.884,14.909,0.704,,53.497,,-15.613,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,65%,100%,100%,64%,BLOW HOLE,10.93,9410.73,174.88,0,16000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Day,21TPE10340,DIRT SHIELD - M06070271 - MO,NEOPLAST,240,1,1,5 L,12,30,,120,1440,-,,,,,,,,,,,,,,,,,,,,,,0,0,44,50,0,0,0,,0,,0,0,0,720,480,480,,240,,,,,,,,,,,,,,240,0,240,0%,0%,67%,100%,0%,,0,0,0,0,0,,0,Oct-22
27-Oct-22,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,10,80T,Day,21TE00041,BUMPER CAP FRONT - M06901019 - MO,Nylon 66,A3WG3,1,1,80T,12,33,,109,1309,417,414,3,,,,,,,,,,,,,,,,,,,,3,719.4244604,52,3,21.528,1.251,0.156,,22.935,,-1.407,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,32%,100%,100%,32%,SILVER,37.67,15595.38,113.01,0,3000000,,0,Oct-22
27-Oct-22,BUMPER CAP-M06901204-MO- TT000014,10,100 T,Day,TT000014,BUMPER CAP-M06901204-MO,PA66+33%GF,0,1,4,100 T,12,91,,158,1899,984,909,,,,,,,19,,,,,,,,34,,,,,22,75,7621.95122,50,10,45.45,9.84,3.75,,59.04,,-13.59,0.08,0,720,655,590,,,,,,,,,,,,,25,,40,65,65,0,92%,52%,91%,90%,44%,"START UP,SIZE ISSUE",0,0,0,0,75000000,,0,Oct-22
27-Oct-22,FENDER LH 1214 - FFZ03968 - MO- 21AL01113,1,1100 T,Night,21AL01113,FENDER LH 1214 - FFZ03968 - MO,PPMF 12%,XPPA-1703 47,2,1,1100 T,12,110,,33,393,334,327,,,,,,,,,,,,,,,,,,,,7,7,2095.808383,1870,0,611.49,0,13.09,,624.58,75,61.91,0.02,0,720,665,610,,,,,,,,,,,,,10,,45,55,55,0,98%,85%,92%,92%,77%,START UP,412.46,134874.42,2887.22,0,7000000,,0,Oct-22
27-Oct-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Night,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP 30% GF BK,SEB300 BK,2,1,450 T,12,120,,30,360,370,355,,,15,,,,,,,,,,,,,,,,,,15,4054.054054,840,4,298.2,1.48,12.6,,312.28,,-14.08,0.04,0,720,705,705,15,,,,,,,,,,,,,,,15,0,15,96%,103%,98%,100%,97%,HALF SHOT,231.8,82289,3477,0,15000000,,0,Oct-22
27-Oct-22,HANDLE PULL - 809502VA0A - MO- 21AL00011,4,100 T,Night,21AL00011,HANDLE PULL - 809502VA0A - MO,PPTF,8024,2,2,100 T,12,70,,103,1234,1042,1024,18,,,,,,,,,,,,,,,,,,,,18,1727.447217,62,3,63.488,3.126,1.116,,67.73,,-4.242,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,84%,100%,100%,83%,SILVER,13.45,13772.8,242.1,0,18000000,,0,Oct-22
27-Oct-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Night,21MA00005,CAP AE - SH385A1801 - MO,NYLON 66,ZYTEL 3189,1,4,250 T,12,32,,450,5400,4076,4024,52,,,,,,,,,,,,,,,,,,,,52,1275.76055,24,2,96.576,8.152,1.248,,105.976,,-9.4,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,75%,100%,100%,75%,SILVER,19.4,78065.6,1008.8,0,52000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06431893-MO- 21T01003,6,5L,Night,21T01003,DIRT SHIELD - M06431893-MO,PPCP,3530,1,1,5L,12,35,,103,1234,1308,1275,,,,,,,,,,,,5,28,,,,,,,,33,2522.93578,38,2,48.45,2.616,1.254,,52.32,50,46.13,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,106%,100%,100%,103%,BUBBLE,0,0,0,0,33000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06070147 - MO- 21TE00037,7,5 L,Night,21TE00037,DIRT SHIELD - M06070147 - MO,NEOPLAST,NEOPLAST 240,1,1,5 L,12,26,,138,1662,1656,1615,,,,,,,,,,,,10,31,,,,,,,,41,2475.845411,20,19,32.3,31.464,0.82,,64.584,,-32.284,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,100%,100%,100%,97%,BUBBLE,26.3,42474.5,1078.3,0,41000000,,0,Oct-22
27-Oct-22,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Night,21TE00033,BUMPER CAP - M06900971 - MO,NYLON 66,A3WG3,1,1,80 T,12,28,,129,1543,1591,1546,20,,25,,,,,,,,,,,,,,,,,,45,2828.409805,20,2,30.92,3.182,0.9,,35.002,,-4.082,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,103%,100%,100%,100%,"SILVER,HALF SHOT",17.73,27410.58,797.85,0,45000000,,0,Oct-22
27-Oct-22,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Night,21TPE10340,DIRT SHIELD - M06070271 - MO,NEOPLAST,240,1,1,5 L,12,30,,120,1440,1300,1231,,,,,,,,,,,,10,26,,,,,,,33,69,5307.692308,44,50,54.164,65,3.036,,122.2,50,-18.036,0.05,0,720,655,655,,65,,,,,,,,,,,,,,65,0,65,95%,90%,91%,100%,78%,"START UP, BUBBLE",0,0,0,0,69000000,,0,Oct-22
27-Oct-22,BUMPER CAP-M06901204-MO- TT000014,10,100 T,Night,TT000014,BUMPER CAP-M06901204-MO,PA66+33%GF,0,1,4,100 T,12,91,,158,1899,1584,1574,,,10,,,,,,,,,,,,,,,,,,10,631.3131313,50,10,78.7,15.84,0.5,,95.04,,-16.34,0.01,0,720,700,700,20,,,,,,,,,,,,,,,20,0,20,99%,83%,97%,100%,81%,HALF SHORT,0,0,0,0,10000000,,0,Oct-22
27-Oct-22,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Day,21AL00026,FOOT STEP RH - FGX00268 - MO,PPGF20%,GFPP20%,2,1,450T,12,70,,51,617,159,157,2,,,,,,,,,,,,,,,,,,,,2,1257.861635,740,10,116.18,1.59,1.48,,119.25,,-3.07,0.01,0,720,705,705,,15,,,,,,,,,,,,,,15,0,15,99%,26%,98%,100%,25%,SILVER,73.92,11605.44,147.84,0,2000000,,0,Oct-22
27-Oct-22,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Day,21AL00025,FOOT STEP LH - FGX00168 - MO,PPGF20%,GFPP20%,2,1,450T,12,70,,51,617,159,157,2,,,,,,,,,,,,,,,,,,,,2,1257.861635,740,10,116.18,1.59,1.48,,119.25,,-3.07,0.01,0,720,705,705,,15,,,,,,,,,,,,,,15,0,15,99%,26%,98%,100%,25%,SILVER,73.92,11605.44,147.84,0,2000000,,0,Oct-22
28-Oct-22,FRONT COVER NVE10139-MO- 21FC01021,1,1100 T,Day,21FC01021,FRONT COVER NVE10139-MO,ABS,I003 / I005,2,1,1100 T,12,95,,38,455,182,163,6,,,,,,,,,,,,,,,,,,,13,19,10439.56044,1540,10,251.02,1.82,29.26,,282.1,,-31.08,0.1,0,720,325,50,,,,,,,,120,,,,215,,,60,395,275,120,90%,40%,45%,15%,16%,"START UP, SILVER",47,7661,893,0,19000000,,0,Oct-22
28-Oct-22,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PP 30% GF BK,SEB300 BK,2,1,450 T,12,120,,30,360,370,360,,,10,,,,,,,,,,,,,,,,,,10,2702.702703,840,4,302.4,1.48,8.4,,312.28,,-9.88,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,103%,100%,100%,100%,HALF SHOT,231.8,83448,2318,0,10000000,,0,Oct-22
28-Oct-22,HANDLE PULL - 809502VA0A - MO- 21AL00011,4,100 T,Day,21AL00011,HANDLE PULL - 809502VA0A - MO,PPTF,8024,2,2,100 T,12,70,,103,1234,724,719,5,,,,,,,,,,,,,,,,,,,,5,690.6077348,62,3,44.578,2.172,0.31,,47.06,,-2.482,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,59%,100%,100%,58%,SILVER,13.45,9670.55,67.25,0,5000000,,0,Oct-22
28-Oct-22,NISSAN BUMPER CAP - M06900587 - MO- 21TE00045,4,100 T,Day,21TE00045,NISSAN BUMPER CAP - M06900587 - MO,PPCP,MI 3530,1,4,100 T,12,73,,197,2367,1368,1297,52,,,,,,,,,,,,,,,,,,,19,71,5190.05848,19,2,24.643,2.736,1.349,,28.728,,-4.085,0.05,0,720,670,620,,,,,,,,,,,,,10,,40,50,50,0,95%,58%,93%,93%,51%,"START UP, SILVER",5.59,7250.23,396.89,0,71000000,,0,Oct-22
28-Oct-22,CAP AE - SH385A1801 - MO- 21MA00005,5,250 T,Day,21MA00005,CAP AE - SH385A1801 - MO,NYLON 66,ZYTEL 3189,1,4,250 T,12,45,,320,3840,4104,4056,48,,,,,,,,,,,,,,,,,,,,48,1169.590643,24,2,97.344,8.208,1.152,,106.704,,-9.36,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,107%,100%,100%,106%,SILVER,19.4,78686.4,931.2,0,48000000,,0,Oct-22
28-Oct-22,DIRT SHIELD - M06431893-MO- 21T01003,6,5L,Day,21T01003,DIRT SHIELD - M06431893-MO,PPCP,3530,1,1,5L,12,35,,103,1234,1257,1226,,,,,,,,,,,,4,27,,,,,,,,31,2466.18934,38,2,46.588,2.514,1.178,,50.28,40,36.308,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,102%,100%,100%,99%,BUBBLE,0,0,0,0,31000000,,0,Oct-22
28-Oct-22,DIRT SHIELD - M06070147 - MO- 21TE00037,7,5 L,Day,21TE00037,DIRT SHIELD - M06070147 - MO,NEOPLAST,NEOPLAST 240,1,1,5 L,12,26,,138,1662,1031,1005,,,,,,,,,,,,3,23,,,,,,,,26,2521.823472,20,19,20.1,19.589,0.52,,40.209,,-20.109,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,62%,100%,100%,60%,BUBBLE,26.3,26431.5,683.8,0,26000000,,0,Oct-22
28-Oct-22,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Day,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,B56003,1,1,5 L,12,26,,138,1662,214,174,,,,,,,,,,,,,,,,,,,,40,40,18691.58879,30,15,5.22,3.21,1.2,,9.63,,-4.41,0.19,0,720,580,515,,75,,,,,,,,,,,,,65,140,65,75,81%,13%,81%,89%,8%,START UP,10.32,1795.68,412.8,0,40000000,,0,Oct-22
28-Oct-22,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Day,21TE00033,BUMPER CAP - M06900971 - MO,NYLON 66,A3WG3,1,1,80 T,12,28,,129,1543,1494,1489,5,,,,,,,,,,,,,,,,,,,,5,334.6720214,20,2,29.78,2.988,0.1,,32.868,,-3.088,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,97%,100%,100%,97%,SILVER,17.73,26399.97,88.65,0,5000000,,0,Oct-22
28-Oct-22,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Day,21TPE10340,DIRT SHIELD - M06070271 - MO,NEOPLAST,240,1,1,5 L,12,31,,116,1394,1380,1340,,,,,,,,,,,,,40,,,,,,,,40,2898.550725,44,50,58.96,69,1.76,,129.72,40,-30.76,0.03,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,97%,99%,100%,100%,96%,BUBBLE,0,0,0,0,40000000,,0,Oct-22
28-Oct-22,BUMPER CAP-M06901204-MO- TT000014,10,100 T,Day,TT000014,BUMPER CAP-M06901204-MO,PA66+33%GF,0,1,4,100 T,12,91,,158,1899,324,309,,,,,,,15,,,,,,,,,,,,,,15,4629.62963,50,10,15.45,3.24,0.75,,19.44,,-3.99,0.05,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,95%,17%,100%,100%,16%,BLACK SPOT,0,0,0,0,15000000,,0,Oct-22
28-Oct-22,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Day,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,140,,26,309,119,72,,,,,,,,,,,,4,20,,,,,,,23,47,39495.79832,335,3,24.12,0.357,15.745,,40.222,25,8.898,0.39,0,720,470,340,,60,,,,,60,,,,,60,25,,45,250,130,120,61%,39%,65%,72%,15%,"START UP, BUBBLE",205.52,14797.44,9659.44,1,47000000,,0,Oct-22
28-Oct-22,FRONT COVER NVE10139-MO- 21FC01021,1,1100 T,Night,21FC01021,FRONT COVER NVE10139-MO,ABS,I003 / I005,2,1,1100 T,12,97,,37,445,372,354,12,,,,6,,,,,,,,,,,,,,,,18,4838.709677,1540,10,545.16,3.72,27.72,,576.6,,-31.44,0.05,0,720,670,620,,,,,,,,,,,,50,,,,50,50,0,95%,84%,93%,93%,74%,"FLOW MARK, SILVER",47,16638,846,0,18000000,,0,Oct-22
