DATE,Search With Part No ||Part Name,"M/C
 No","M/B 
Ton",Shift,Part Number,Part Name,"Material 
Name",Grade,No. of Manpower,Cavity,BOP,Shift Time (Hrs),Cycle Time (Sec), ,Plan /Hour [Nos],Plan QTY,Achive_Qty,Ok Qty,Silver,Part Catchup,Half shot,9,Flow mark,Shrinkage,Black spot,Oil/spray Mark,Hole Block,Blow Hole,colour variation,Over Cut,Bubble,ID Over Size,ID under size,Line Mark,Pit Mark,Trials Rej,Others Rej.,Start up Rej.,Total Rej.,PPM,"Part Wt.
[Gms]",Runner Wt.(Gms),Ok Part In Kgs,Runner In Kgs,Rejection In Kgs,Lumps Kgs,Total RM In Kgs,RG Usage,RG Consumption ( +ve / - ve ),"Rejection
 [%]","Waste
[%]",Total Time (Mins),Available Time (Mins),Operating Time (Mins),Mould,Machine,Power cut,Manpower,Packaging,Grinding,Nozzle /HRS,Others,Leakage,Raw material,Proccesing,Preheating Time,Start up,No plan,"Mold change 
( SMED )",Total Down Time,Planed Down Time,Unplaned Down Time,Quality %,Production %,Availability %,Utilization %,O.E.E,Remark,Cost Of Part,Cost Of OK Production,Cost Of Rejection,Rej Qty/OK Qty,PPM Function,UG REJECTION,Cost Of Rejection UG,Month
19-Apr-23,Hyundai SP2I Tank- MO-31520-BV800,1,1100T,Night,TNE31521,Hyundai SP2I Tank- MO-31520-BV800,NYLON,PA6-G30 HSBK016,2,1,1100T,12,60,,60,720,721,677,,,,,,44,,,,,,,,,,,,,,,44,6102.635229,800,0,541.6,0,35.2,,576.8,,-35.2,0.06,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,94%,100%,100%,100%,94%,,0,0,0,0,44000000,,0,Apr-23
19-Apr-23,FOOT STEP LH - FGX00168 - MO- 21AL00025,2,450T,Night,21AL00025,FOOT STEP LH - FGX00168 - MO,PPGF,GFPP20%,2,1,450T,11,80,,45,495,417,410,,,7,,,,,,,,,,,,,,,,,,7,1678.657074,740,10,303.4,4.17,5.18,,312.75,,-9.35,0.02,0,660,660,660,,,,,,,,,,,,,,,,0,0,0,98%,84%,100%,100%,83%,,73.92,30307.2,517.44,0,7000000,,0,Apr-23
19-Apr-23,FOOT STEP RH - FGX00268 - MO- 21AL00026,2,450T,Night,21AL00026,FOOT STEP RH - FGX00268 - MO,PPGF,GFPP20%,,1,450T,11,80,,45,495,417,410,,,7,,,,,,,,,,,,,,,,,,7,1678.657074,740,10,303.4,4.17,5.18,,312.75,,-9.35,0.02,0,660,660,660,,,,,,,,,,,,,,,,0,0,0,98%,84%,100%,100%,83%,,73.92,30307.2,517.44,0,7000000,,0,Apr-23
19-Apr-23,HEADER DOOR 1 HI SPEC - F7206160 - MO- 21AL01053,3,450 T,Night,21AL01053,HEADER DOOR 1 HI SPEC - F7206160 - MO,ABS,HR 59,2,1,450 T,12,90,,40,480,481,450,,,31,,,,,,,,,,,,,,,,,,31,6444.906445,570,10,256.5,4.81,17.67,,278.98,50,27.52,0.06,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,94%,100%,100%,100%,94%,,254.72,114624,7896.32,0,31000000,,0,Apr-23
19-Apr-23,GRIP ASSIST - 739402VA0A - MO- 21AL00007,4,250T,Night,21AL00007,GRIP ASSIST - 739402VA0A - MO,PPTF,8024,2,2,250T,12,75,,96,1152,954,915,,,,,39,,,,,,,,,,,,,,,,39,4088.050314,150,4,137.25,3.816,5.85,,146.916,,-9.666,0.04,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,96%,83%,100%,100%,79%,,15.95,14594.25,622.05,0,39000000,,0,Apr-23
19-Apr-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,36,,100,1200,695,692,,,3,,,,,,,,,,,,,,,,,,3,431.6546763,52,3,35.984,2.085,0.156,,38.225,,-2.241,0,0,720,540,540,,,,,,,180,,,,,,,,,180,0,180,100%,58%,75%,100%,43%,heating issue,37.67,26067.64,113.01,0,3000000,,0,Apr-23
19-Apr-23,DUCT SCREEN RH - F7872120 - MO- 21AL01134,6,5 L,Night,21AL01134,DUCT SCREEN RH - F7872120 - MO,HDPE,B56003,1,1,5 L,9,100,,36,324,249,193,,,,,,,,,,56,,,,,,,,,,,56,22489.95984,380,170,73.34,42.33,21.28,,136.95,,-63.61,0.22,0,540,540,540,,,,,,,,,,,,,,,,0,0,0,78%,77%,100%,100%,60%,,87.07,16804.51,4875.92,0,56000000,,0,Apr-23
19-Apr-23,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Night,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5451,1,1,5 L,3,30,,120,360,,0,,,,,,,,,,,,,,,,,,,,,0,0,55,35,0,0,0,,0,,0,0,0,180,15,-30,,,,,,,,,,120,,,,,45,165,45,120,0%,0%,8%,-200%,0%,wrong RM,63.27,0,0,0,0,,0,Apr-23
19-Apr-23,No Plan,7,-,Night,,0,,,,-,-,12,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,-,-,0,0,0,,0,,0,0,0,720,720,0,,,,,,,,,,,,,,720,,0,720,0,0%,0%,100%,0%,0%,,-,0,0,0,0,,0,Apr-23
19-Apr-23,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Night,21TE00033,BUMPER CAP - M06900971 - MO,NYLON,SN66,1,1,80 T,12,28,,129,1543,1728,1726,,,2,,,,,,,,,,,,,,,,,,2,115.7407407,20,2,34.52,3.456,0.04,,38.016,,-3.496,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,112%,100%,100%,112%,,17.73,30601.98,35.46,0,2000000,,0,Apr-23
19-Apr-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Night,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,240,1,1,5 L,12,30,,120,1440,1217,1211,,,,,,,,,,,,,6,,,,,,,,6,493.0156122,44,50,53.284,60.85,0.264,,114.398,,-61.114,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,85%,100%,100%,84%,,0,0,0,0,6000000,,0,Apr-23
19-Apr-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Night,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,140,,26,309,205,166,,,,,,,39,,,,,,,,,,,,,,39,19024.39024,335,3,55.61,0.615,13.065,,69.29,100,86.32,0.19,0,720,612,612,,,,,,,108,,,,,,,,,108,0,108,81%,66%,85%,100%,46%,nozzle leakage,205.52,34116.32,8015.28,0,39000000,,0,Apr-23
19-Apr-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Night,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,12,37,,195,2335,2024,2018,,,6,,,,,,,,,,,,,,,,,,6,296.4426877,44,3,88.792,6.072,0.264,,95.128,50,43.664,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,87%,100%,100%,86%,,33.82,68248.76,202.92,0,6000000,,0,Apr-23
20-Apr-23,Hyundai SP2I Tank- MO-31520-BV800,1,1100T,Day,TNE31521,Hyundai SP2I Tank- MO-31520-BV800,NYLON,PA6-G30,2,1,1100T,12,70,,51,617,615,608,,,,,7,,,,,,,,,,,,,,,,7,1138.211382,800,0,486.4,0,5.6,,492,,-5.6,0.01,0,720,700,700,,,20,,,,,,,,,,,,,20,0,20,99%,100%,97%,100%,96%,,0,0,0,0,7000000,,0,Apr-23
,,,-,,-,-,,,,0,-,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
,,,-,,-,-,,,,0,-,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,0%,0%,0%,#DIV/0!,0%,,0,0,0,0,0,,0,-
20-Apr-23,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PPGF,9319,,1,450 T,10,90,,40,400,281,278,,,,,,,,,,,,,,,,,,,,3,3,1067.615658,840,4,233.52,1.124,2.52,,237.164,100,96.356,0.01,0,600,480,480,,,,120,,,,,,,,,,,,120,0,120,99%,70%,80%,100%,56%,SLOWLY OPERATING,231.8,64440.4,695.4,0,3000000,,0,Apr-23
20-Apr-23,HEADER DOOR 1 HI SPEC - F7206160 - MO- 21AL01053,3,450 T,Day,21AL01053,HEADER DOOR 1 HI SPEC - F7206160 - MO,ABS,MG47,2,1,450 T,2,90,,40,80,30,30,,,,,,,,,,,,,,,,,,,,,0,0,570,10,17.1,0.3,0,,17.4,,-0.3,0,0,120,100,100,,,20,,,,,,,,,,,,,20,0,20,100%,38%,83%,100%,31%,,254.72,7641.6,0,0,0,,0,Apr-23
20-Apr-23,223 dust cover-M06070223,3,400t,Day,,223 dust cover-M06070223,POM,90s,2,4,400t,10,45,,320,3200,2620,2562,,,11,,33,,,,,,,,,,,,,,,14,58,2213.740458,75,0,192.15,0,4.35,,196.5,,-4.35,0.02,0,600,455,310,,,,,,,,,,,,81,,,64,145,145,0,98%,82%,76%,68%,61%,,0,0,0,0,58000000,,0,Apr-23
20-Apr-23,GRIP ASSIST - 739402VA0A - MO- 21AL00007,4,250T,Day,21AL00007,GRIP ASSIST - 739402VA0A - MO,PPTF,8024,2,2,250T,7,80,,90,630,490,486,,,4,,,,,,,,,,,,,,,,,,4,816.3265306,150,4,72.9,1.96,0.6,,75.46,,-2.56,0.01,0,420,320,320,,,20,80,,,,,,,,,,,,100,0,100,99%,78%,76%,100%,59%,SLOWLY OPERATING,15.95,7751.7,63.8,0,4000000,,0,Apr-23
20-Apr-23,KNOB DOOR LOCK - 805952VA0A- AL00009,4,80 T,Day,AL00009,KNOB DOOR LOCK - 805952VA0A,PPTF,8024,1,2,80 T,5,60,,120,600,464,460,,,,,,,,,,,,,,,,,,,,4,4,862.0689655,4,1,1.84,0.464,0.016,,2.32,,-0.48,0.01,0,300,234,188,,,20,,,,,,,,,,,,46,66,46,20,99%,77%,78%,80%,60%,,3.62,1665.2,14.48,0,4000000,,0,Apr-23
20-Apr-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Day,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,40,,90,1080,765,765,,,,,,,,,,,,,,,,,,,,,0,0,52,3,39.78,2.295,0,,42.075,,-2.295,0,0,720,600,600,,,,120,,,,,,,,,,,,120,0,120,100%,71%,83%,100%,59%,5S WOK,37.67,28817.55,0,0,0,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Day,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,897,887,,,,,,,,,,,,,,,,,,,,10,10,1114.827202,55,35,48.785,31.395,0.55,,80.73,,-31.945,0.01,0,720,467,295,,,,81,,,,,,,,172,,,,253,172,81,99%,62%,65%,63%,40%,,63.27,56120.49,632.7,0,10000000,,0,Apr-23
20-Apr-23,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Day,21TE00033,BUMPER CAP - M06900971 - MO,NYLON,SN66,1,1,80 T,12,23,,157,1878,1851,1849,,,2,,,,,,,,,,,,,,,,,,2,108.0497029,20,2,36.98,3.702,0.04,,40.722,,-3.742,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,99%,100%,100%,98%,,17.73,32782.77,35.46,0,2000000,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Day,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,240,1,1,5 L,12,30,,120,1440,1378,1360,,,11,,,,,,,7,,,,,,,,,,,18,1306.240929,44,50,59.84,68.9,0.792,,129.532,,-69.692,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,96%,100%,100%,94%,,0,0,0,0,18000000,,0,Apr-23
20-Apr-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Day,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,130,,28,332,252,250,,,,,,,2,,,,,,,,,,,,,,2,793.6507937,335,3,83.75,0.756,0.67,,85.176,25,23.574,0.01,0,720,685,685,,,,35,,,,,,,,,,,,35,0,35,99%,76%,95%,100%,72%,SLOWLY OPERATING,205.52,51380,411.04,0,2000000,,0,Apr-23
20-Apr-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,12,40,,180,2160,2226,2226,,,,,,,,,,,,,,,,,,,,,0,0,44,3,97.944,6.678,0,,104.622,,-6.678,0,0,720,694,694,,,,26,,,,,,,,,,,,26,0,26,100%,103%,96%,100%,99%,,33.82,75283.32,0,0,0,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Day,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,B5502,1,1,5 L,12,30,,120,1440,1181,1166,,,3,,,,,,,,,,,,,,,,,12,15,1270.110076,30,15,34.98,17.715,0.45,,53.145,,-18.165,0.01,0,720,710,710,,,,10,,,,,,,,,,,,10,0,10,99%,82%,99%,100%,80%,,10.32,12033.12,154.8,0,15000000,,0,Apr-23
20-Apr-23,Hyundai SP2I Tank- MO-31520-BV800,1,1100T,Night,TNE31521,Hyundai SP2I Tank- MO-31520-BV800,NYLON,PA6-G30,2,1,1100T,12,60,,60,720,738,731,,,,,7,,,,,,,,,,,,,,,,7,948.5094851,800,0,584.8,0,5.6,,590.4,,-5.6,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,103%,100%,100%,102%,,0,0,0,0,7000000,,0,Apr-23
20-Apr-23,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Night,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PPGF,9319,2,1,450 T,12,90,,40,480,287,275,,,12,,,,,,,,,,,,,,,,,,12,4181.184669,840,4,231,1.148,10.08,,242.228,25,13.772,0.04,0,720,610,610,,,,,,,,110,,,,,,,,110,0,110,96%,60%,85%,100%,49%,MATERIAL LOADER NOT WORKING,231.8,63745,2781.6,0,12000000,,0,Apr-23
20-Apr-23,223 dust cover-M06070223,3,400t,Night,,223 dust cover-M06070223,POM,90s,2,4,400t,12,45,,320,3840,4016,3974,42,,,,,,,,,,,,,,,,,,,,42,1045.816733,75,0,298.05,0,3.15,,301.2,,-3.15,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,105%,100%,100%,103%,,0,0,0,0,42000000,,0,Apr-23
20-Apr-23,KNOB DOOR LOCK - 805952VA0A- AL00009,4,80 T,Night,AL00009,KNOB DOOR LOCK - 805952VA0A,PPTF,8024,1,2,80 T,12,52,,138,1662,1304,1292,,,,,12,,,,,,,,,,,,,,,,12,920.2453988,4,1,5.168,1.304,0.048,,6.52,,-1.352,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,78%,100%,100%,78%,,3.62,4677.04,43.44,0,12000000,,0,Apr-23
20-Apr-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Night,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,40,,90,1080,1009,1002,,,7,,,,,,,,,,,,,,,,,,7,693.7561943,52,3,52.104,3.027,0.364,,55.495,,-3.391,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,93%,100%,100%,93%,,37.67,37745.34,263.69,0,7000000,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Night,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,1440,1409,,,,,,,,,,,,,,31,,,,,,,31,2152.777778,55,35,77.495,50.4,1.705,,129.6,,-52.105,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,100%,100%,100%,98%,,63.27,89147.43,1961.37,0,31000000,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Night,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,B56003,1,1,5 L,12,30,,120,1440,1375,1354,,,,,,,,,,,,,21,,,,,,,,21,1527.272727,30,15,40.62,20.625,0.63,,61.875,,-21.255,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,95%,100%,100%,94%,,10.32,13973.28,216.72,0,21000000,,0,Apr-23
20-Apr-23,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Night,21TE00033,BUMPER CAP - M06900971 - MO,NYLON,SN66,1,1,80 T,12,28,,129,1543,1872,1872,,,,,,,,,,,,,,,,,,,,,0,0,20,2,37.44,3.744,0,,41.184,,-3.744,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,121%,100%,100%,121%,,17.73,33190.56,0,0,0,,0,Apr-23
20-Apr-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Night,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,240,1,1,5 L,12,30,,120,1440,1391,1386,,,,,,,,,,,,5,,,,,,,,,5,359.4536305,44,50,60.984,69.55,0.22,,130.754,,-69.77,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,97%,100%,100%,96%,,0,0,0,0,5000000,,0,Apr-23
20-Apr-23,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO- 21DM00001,10,250 T,Night,21DM00001,BEARING BUSH / 7843K-BOGIE PU BUSH - A4003250642 - MO,PU,DP 192,1,1,250 T,12,150,,24,288,203,188,,,,,,,15,,,,,,,,,,,,,,15,7389.162562,335,3,62.98,0.609,5.025,,68.614,50,44.366,0.07,0,720,575,540,,,,110,,,,,,,,,,,35,145,35,110,93%,70%,80%,94%,52%,"SLOW OPRATING, MOULD UNLOAD",205.52,38637.76,3082.8,0,15000000,,0,Apr-23
20-Apr-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Night,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,SN66,1,2,100 T,12,40,,180,2160,2196,2191,,,5,,,,,,,,,,,,,,,,,,5,227.6867031,44,3,96.404,6.588,0.22,,103.212,100,93.192,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,102%,100%,100%,101%,,33.82,74099.62,169.1,0,5000000,,0,Apr-23
21-Apr-23,QXI TANK PROTECTOR-MO-31520-K3800,1,1100T,Day,R0100013,QXI TANK PROTECTOR-MO-31520-K3800,NYLON,PA6-G30 HSBK016,2,1,1100T,9,75,,48,432,370,345,13,,,,,,,,,,,,,,,,,,,12,25,6756.756757,770,0,265.65,0,19.25,,284.9,,-19.25,0.07,0,540,480,420,,,,,,,,,,,,,,,60,60,60,0,93%,86%,89%,88%,71%,,0,0,0,0,25000000,,0,Apr-23
21-Apr-23,SHROUD ASSY - A5RTF5002M01 - MO- 21TA00005,2,450 T,Day,21TA00005,SHROUD ASSY - A5RTF5002M01 - MO,PPGF,9319,2,1,450 T,8,90,,40,320,205,204,,,1,,,,,,,,,,,,,,,,,,1,487.804878,840,4,171.36,0.82,0.84,,173.02,,-1.66,0,0,480,480,480,,,,,,,,,,,,,,,,0,0,0,100%,64%,100%,100%,64%,,231.8,47287.2,231.8,0,1000000,,0,Apr-23
21-Apr-23,PLASTIC SHROUD 307T - A5FWF0205M02 - MO- 21TA00003,2,450 T,Day,21TA00003,PLASTIC SHROUD 307T - A5FWF0205M02 - MO,PPGF,9319,,1,450 T,4,120,,30,120,69,65,,,,,,,,,,,,,,,,,,,,4,4,5797.101449,900,10,58.5,0.69,3.6,,62.79,,-4.29,0.06,0,240,165,90,,,,,,,,,,,,,,,75,75,75,0,94%,58%,69%,55%,37%,,187,12155,748,0,4000000,,0,Apr-23
21-Apr-23,223 dust cover-M06070223,3,400t,Day,,223 dust cover-M06070223,POM,90s,2,4,400t,12,45,,320,3840,4068,4068,,,,,,,,,,,,,,,,,,,,,0,0,75,0,305.1,0,0,,305.1,,0,0,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,100%,106%,100%,100%,106%,,0,0,0,0,0,,0,Apr-23
21-Apr-23,KNOB DOOR LOCK - 805952VA0A- AL00009,4,80 T,Day,AL00009,KNOB DOOR LOCK - 805952VA0A,PPTF,8024,1,2,80 T,12,60,,120,1440,1256,1239,,,,,17,,,,,,,,,,,,,,,,17,1353.503185,4,1,4.956,1.256,0.068,,6.28,,-1.324,0.01,0,720,690,690,,,,30,,,,,,,,,,,,30,0,30,99%,87%,96%,100%,82%,locking prob,3.62,4485.18,61.54,0,17000000,,0,Apr-23
21-Apr-23,BUMPER CAP FRONT - M06901019 - MO- 21TE00041,5,80T,Day,21TE00041,BUMPER CAP FRONT - M06901019 - MO,NYLON,SN66,1,1,80T,12,40,,90,1080,850,850,,,,,,,,,,,,,,,,,,,,,0,0,52,3,44.2,2.55,0,,46.75,25,22.45,0,0,720,655,655,,65,,,,,,,,,,,,,,65,0,65,100%,79%,91%,100%,72%,locaking porb,37.67,32019.5,0,0,0,,0,Apr-23
21-Apr-23,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Day,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,1380,1358,,,,,,,,,,,,,22,,,,,,,,22,1594.202899,55,35,74.69,48.3,1.21,,124.2,,-49.51,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,96%,100%,100%,94%,,63.27,85920.66,1391.94,0,22000000,,0,Apr-23
21-Apr-23,DIRT SHIELD - M06431834 - MO- 21TE00028,7,5 L,Day,21TE00028,DIRT SHIELD - M06431834 - MO,HDPE,B5502,1,1,5 L,12,28,,129,1543,1507,1489,,,,,,,,,,,,,18,,,,,,,,18,1194.426012,30,15,44.67,22.605,0.54,,67.815,,-23.145,0.01,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,99%,98%,100%,100%,97%,,10.32,15366.48,185.76,0,18000000,,0,Apr-23
21-Apr-23,BUMPER CAP - M06900971 - MO- 21TE00033,8,80 T,Day,21TE00033,BUMPER CAP - M06900971 - MO,NYLON,SN66,1,1,80 T,7,28,,129,900,676,673,,,3,,,,,,,,,,,,,,,,,,3,443.7869822,20,2,13.46,1.352,0.06,,14.872,,-1.412,0,0,420,420,420,,,,,,,,,,,,,,,,0,0,0,100%,75%,100%,100%,75%,,17.73,11932.29,53.19,0,3000000,,0,Apr-23
21-Apr-23,Rear Bumper Cap- M06900840,8,80T,Day,,Rear Bumper Cap- M06900840,NYLON,SN66,,4,80T,5,35,,411,2057,1828,1806,,,,,,,,,,,,,,,,,,,,22,22,1203.501094,17,6,30.702,10.968,0.374,,42.044,,-11.342,0.01,0,300,257,214,,,,,,,,,,,,,,,43,43,43,0,99%,89%,86%,83%,75%,,0,0,0,0,22000000,,0,Apr-23
21-Apr-23,DIRT SHIELD - M06070271 - MO- 21TPE10340,9,5 L,Day,21TPE10340,DIRT SHIELD - M06070271 - MO,TPE,240,1,1,5 L,12,30,,120,1440,1351,1329,,,,,,,,,,,,,22,,,,,,,,22,1628.42339,44,50,58.476,67.55,0.968,,126.994,,-68.518,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,94%,100%,100%,92%,,0,0,0,0,22000000,,0,Apr-23
21-Apr-23,SPLIT BUSH HALFTORS - F0532360 - MO- 21AL01130,10,250 T,Day,21AL01130,SPLIT BUSH HALFTORS - F0532360 - MO,PU,DP 192,2,4,250 T,12,75,,192,2304,1380,1358,,,,,,11,,,,,,,,,,,,,,11,22,1594.202899,52,12,70.616,16.56,1.144,,88.32,,-17.704,0.02,0,720,610,610,,,,110,,,,,,,,,,,,110,0,110,98%,60%,85%,100%,50%,,7.64,10375.12,168.08,0,22000000,,0,Apr-23
21-Apr-23,BUMPER CAP - M06900920 - MO- 21TE00032,11,100 T,Day,21TE00032,BUMPER CAP - M06900920 - MO,NYLON,DP 359,1,2,100 T,4,40,,180,720,514,514,,,,,,,,,,,,,,,,,,,,,0,0,44,3,22.616,1.542,0,,24.158,,-1.542,0,0,240,240,240,,,,,,,,,,,,,,,,0,0,0,100%,71%,100%,100%,71%,,33.82,17383.48,0,0,0,,0,Apr-23
21-Apr-23,ESCUT INSIDE HANDLE - 806822VAOA - MO- 21AL00013,11,80T,Day,21AL00013,ESCUT INSIDE HANDLE - 806822VAOA - MO,PPCP,MI 3530,,2,80T,8,40,,180,1440,2188,2175,,,,,,,,,,,,,,,,,,,,13,13,594.1499086,32,4,69.6,8.752,0.416,,78.768,,-9.168,0.01,0,480,435,390,,,,,,,,,,,,,,,45,45,45,0,99%,152%,91%,90%,137%,,5.08,11049,66.04,0,13000000,,0,Apr-23
21-Apr-23,QXI TANK PROTECTOR-MO-31520-K3800,1,1100T,Night,R0100013,QXI TANK PROTECTOR-MO-31520-K3800,NYLON,PA6-G30 HSBK016,2,1,1100T,12,75,,48,576,585,545,40,,,,,,,,,,,,,,,,,,,,40,6837.606838,770,0,419.65,0,30.8,,450.45,,-30.8,0.07,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,93%,102%,100%,100%,95%,,0,0,0,0,40000000,,0,Apr-23
21-Apr-23,PLASTIC SHROUD 307T - A5FWF0205M02 - MO- 21TA00003,2,450 T,Night,21TA00003,PLASTIC SHROUD 307T - A5FWF0205M02 - MO,PPGF,9319,2,1,450 T,11,120,,30,330,246,236,,,10,,,,,,,,,,,,,,,,,,10,4065.04065,900,10,212.4,2.46,9,,223.86,125,113.54,0.04,0,660,595,595,,,,65,,,,,,,,,,,,65,0,65,96%,75%,90%,100%,64%,new operatr slow operating,187,44132,1870,0,10000000,,0,Apr-23
21-Apr-23,223 dust cover-M06070223,3,400t,Night,,223 dust cover-M06070223,POM,90s,2,4,400t,12,40,,360,4320,3460,3433,,,,,27,,,,,,,,,,,,,,,,27,780.3468208,75,0,257.475,0,2.025,,259.5,,-2.025,0.01,0,720,695,695,,,,,,,25,,,,,,,,,25,0,25,99%,80%,97%,100%,77%,hrs heating prob,0,0,0,0,27000000,,0,Apr-23
21-Apr-23,No Plan,4,-,Night,,0,,,,-,-,12,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,-,-,0,0,0,,0,,0,0,0,720,720,0,,,,,,,,,,,,,,720,,0,720,0,0%,0%,100%,0%,0%,,-,0,0,0,0,,0,Apr-23
21-Apr-23,No Plan,5,-,Night,,0,,,,-,-,12,-,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,-,-,0,0,0,,0,,0,0,0,720,720,0,,,,,,,,,,,,,,720,,0,720,0,0%,0%,100%,0%,0%,,-,0,0,0,0,,0,Apr-23
21-Apr-23,DIRT SHIELD - M06431855 - MO- 21TE00034,6,5 L,Night,21TE00034,DIRT SHIELD - M06431855 - MO,TPEE,5401,1,1,5 L,12,30,,120,1440,1387,1364,,,,,,,,,,,,,23,,,,,,,,23,1658.255227,55,35,75.02,48.545,1.265,,124.83,75,25.19,0.02,0,720,720,720,,,,,,,,,,,,,,,,0,0,0,98%,96%,100%,100%,95%,,63.27,86300.28,1455.21,0,23000000,,0,Apr-23
